,Date,Tm,Unnamed: 5,Opp,Rslt,Inngs,PA,AB,R,H,2B,3B,HR,RBI,BB,IBB,SO,HBP,SH,SF,ROE,GDP,SB,CS,BA,OBP,SLG,OPS,BOP,aLI,WPA,acLI,cWPA,RE24,DFS(DK),DFS(FD),Pos
161,Oct 4 (2),NYY,@,TEX,"L,2-3",GS-2,2,2,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,.311,.425,.686,1.111,1,.65,0.091,.07,0.01%,0.90,14.00,18.70,RF
